"go","cluster","parent","score","size","term","parentTerm","termUniqueness","termUniquenessWithinCluster","termDispensability","origin"
"GO:0016607",27,"GO:0016604",31.4823951277376,438,"nuclear speck","nuclear body",0.833702928870293,0.407333333333333,0.905,"GO terms - g:Profiler only (no BG)"
"GO:0000781",8,"GO:0005694",29.9340960683166,135,"chromosome, telomeric region","chromosome",0.833974895397489,0.436625,0.701,"GO terms - g:Profiler only (no BG)"
"GO:0110165",4,"GO:0110165",20.0237412869396,19485,"cellular anatomical entity","cellular anatomical entity",0.996380753138075,1,0,"GO terms - g:Profiler only (with BG)"
"GO:0005852",26,"GO:0005852",18.8163719002964,16,"eukaryotic translation initiation factor 3 complex","eukaryotic translation initiation factor 3 complex",0.82763179916318,0.421,0,"GO terms - g:Profiler only (no BG)"
"GO:0033290",20,"GO:1990904",18.2248314112974,18,"eukaryotic 48S preinitiation complex","ribonucleoprotein complex",0.80807949790795,0.51362962962963,0.607,"GO terms - g:Profiler only (no BG)"
"GO:0140535",7,"GO:0140535",18.2160769294732,973,"intracellular protein-containing complex","intracellular protein-containing complex",0.758539748953975,0.435875,0,"GO terms - g:Profiler only (no BG)"
"GO:0016282",20,"GO:1990904",17.6896542872662,19,"eukaryotic 43S preinitiation complex","ribonucleoprotein complex",0.805799163179916,0.508259259259259,0.616,"GO terms - g:Profiler only (no BG)"
"GO:0070993",20,"GO:1990904",17.2097248775839,20,"translation preinitiation complex","ribonucleoprotein complex",0.798414225941423,0.490962962962963,0.647,"GO terms - g:Profiler only (no BG)"
"GO:0000228",8,"GO:0005694",15.4213500206439,295,"nuclear chromosome","chromosome",0.746723849372385,0.398875,0.761,"GO terms - g:Profiler only (no BG)"
"GO:1990234",6,"GO:1902494",15.0950653055209,944,"transferase complex","catalytic complex",0.719794979079498,0.356274509803922,0.87,"GO terms - g:Profiler only (no BG)"
"GO:0071541",26,"GO:0005852",13.4959102473804,8,"eukaryotic translation initiation factor 3 complex, eIF3m","eukaryotic translation initiation factor 3 complex",0.843305439330544,0.442,0.909,"GO terms - g:Profiler only (no BG)"
"GO:0000793",8,"GO:0005694",13.1129808659996,342,"condensed chromosome","chromosome",0.822225941422594,0.424041666666667,0.781,"GO terms - g:Profiler only (no BG)"
"GO:0071007",20,"GO:1990904",12.6556836045043,47,"U2-type catalytic step 2 spliceosome","ribonucleoprotein complex",0.691292887029289,0.409444444444444,0.684,"GO terms - g:Profiler only (no BG)"
"GO:0000775",8,"GO:0005694",12.3335081084808,269,"chromosome, centromeric region","chromosome",0.82228870292887,0.393375,0.763,"GO terms - g:Profiler only (no BG)"
"GO:0001650",14,"GO:0001650",12.3316846310966,154,"fibrillar center","fibrillar center",0.804899581589958,0.561333333333333,0,"GO terms - g:Profiler only (no BG)"
"GO:0022624",6,"GO:1902494",12.0635330756629,26,"proteasome accessory complex","catalytic complex",0.766322175732218,0.487333333333333,0.574,"GO terms - g:Profiler only (no BG)"
"GO:0000776",8,"GO:0005694",12.0635330756629,174,"kinetochore","chromosome",0.815280334728034,0.396791666666667,0.729,"GO terms - g:Profiler only (no BG)"
"GO:0031248",6,"GO:1902494",11.7886545080502,99,"protein acetyltransferase complex","catalytic complex",0.739857740585774,0.372,0.68,"GO terms - g:Profiler only (no BG)"
"GO:0120115",21,"GO:0120115",11.7240645887616,7,"Lsm2-8 complex","Lsm2-8 complex",0.85134309623431,0.40675,0,"GO terms - g:Profiler only (no BG)"
"GO:0000779",8,"GO:0005694",11.6020279046442,186,"condensed chromosome, centromeric region","chromosome",0.82455230125523,0.393291666666667,0.734,"GO terms - g:Profiler only (no BG)"
"GO:0000123",6,"GO:1902494",11.4841522848612,88,"histone acetyltransferase complex","catalytic complex",0.638569037656904,0.353803921568627,0.673,"GO terms - g:Profiler only (no BG)"
"GO:1902493",6,"GO:1902494",11.4755076039028,104,"acetyltransferase complex","catalytic complex",0.746154811715481,0.381725490196078,0.681,"GO terms - g:Profiler only (no BG)"
"GO:0005838",6,"GO:1902494",11.3192615418658,23,"proteasome regulatory particle","catalytic complex",0.772635983263598,0.499980392156863,0.552,"GO terms - g:Profiler only (no BG)"
"GO:0005689",20,"GO:1990904",10.8830369661639,28,"U12-type spliceosomal complex","ribonucleoprotein complex",0.726020920502092,0.442296296296296,0.669,"GO terms - g:Profiler only (no BG)"
"GO:1905368",6,"GO:1902494",10.241782510591,128,"peptidase complex","catalytic complex",0.76689539748954,0.471372549019608,0.687,"GO terms - g:Profiler only (no BG)"
"GO:0000792",8,"GO:0005694",9.79383167943202,101,"heterochromatin","chromosome",0.829941422594142,0.446875,0.671,"GO terms - g:Profiler only (no BG)"
"GO:0070603",6,"GO:1902494",9.49040649360373,94,"SWI/SNF superfamily-type complex","catalytic complex",0.607836820083682,0.432529411764706,0.69,"GO terms - g:Profiler only (no BG)"
"GO:0090734",8,"GO:0005694",9.44305337090214,130,"site of DNA damage","chromosome",0.837338912133891,0.473041666666667,0.703,"GO terms - g:Profiler only (no BG)"
"GO:0005657",8,"GO:0005694",9.38563634756287,82,"replication fork","chromosome",0.836924686192469,0.432333333333333,0.672,"GO terms - g:Profiler only (no BG)"
"GO:0005730",14,"GO:0001650",9.17673860424595,1032,"nucleolus","fibrillar center",0.768355648535565,0.536666666666667,0.797,"GO terms - g:Profiler only (no BG)"
"GO:0043596",8,"GO:0005694",8.84346726338539,47,"nuclear replication fork","chromosome",0.772493723849372,0.412583333333333,0.639,"GO terms - g:Profiler only (no BG)"
"GO:0000502",6,"GO:1902494",8.67942918837074,67,"proteasome complex","catalytic complex",0.759615062761506,0.448529411764706,0.654,"GO terms - g:Profiler only (no BG)"
"GO:0015030",27,"GO:0016604",8.38522094474981,56,"Cajal body","nuclear body",0.857610878661088,0.475833333333333,0.749,"GO terms - g:Profiler only (no BG)"
"GO:0032993",30,"GO:0032993",7.81525375407393,248,"protein-DNA complex","protein-DNA complex",0.817828451882845,0.467333333333333,0,"GO terms - g:Profiler only (no BG)"
"GO:1904949",6,"GO:1902494",7.56805705594982,127,"ATPase complex","catalytic complex",0.763284518828452,0.466372549019608,0.708,"GO terms - g:Profiler only (no BG)"
"GO:0005686",21,"GO:0120115",7.48553390781023,21,"U2 snRNP","Lsm2-8 complex",0.734217573221757,0.3525,0.671,"GO terms - g:Profiler only (no BG)"
"GO:1905369",6,"GO:1902494",6.83406430397525,98,"endopeptidase complex","catalytic complex",0.7698410041841,0.476529411764706,0.671,"GO terms - g:Profiler only (no BG)"
"GO:0008023",5,"GO:0140513",6.39346712359208,52,"transcription elongation factor complex","nuclear protein-containing complex",0.714292887029289,0.53315,0.653,"GO terms - g:Profiler only (no BG)"
"GO:0000974",13,"GO:0000974",6.34100812644869,23,"Prp19 complex","Prp19 complex",0.855405857740586,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0099080",12,"GO:0099080",5.87213171180787,1411,"supramolecular complex","supramolecular complex",0.976761506276151,0.397,0,"GO terms - g:Profiler only (no BG)"
"GO:0031429",20,"GO:1990904",5.68576251313639,5,"box H/ACA snoRNP complex","ribonucleoprotein complex",0.681673640167364,0.488851851851852,0.59,"GO terms - g:Profiler only (no BG)"
"GO:0072588",20,"GO:1990904",5.68576251313639,5,"box H/ACA RNP complex","ribonucleoprotein complex",0.821217573221757,0.475074074074074,0.612,"GO terms - g:Profiler only (no BG)"
"GO:1990726",21,"GO:0120115",5.68576251313639,5,"Lsm1-7-Pat1 complex","Lsm2-8 complex",0.859125523012552,0.43425,0.607,"GO terms - g:Profiler only (no BG)"
"GO:0042555",33,"GO:0042555",5.59347637961973,11,"MCM complex","MCM complex",0.856916317991632,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0071010",20,"GO:1990904",5.54193158606196,17,"prespliceosome","ribonucleoprotein complex",0.74281589958159,0.462740740740741,0.612,"GO terms - g:Profiler only (no BG)"
"GO:0071004",20,"GO:1990904",5.54193158606196,17,"U2-type prespliceosome","ribonucleoprotein complex",0.740887029288703,0.445666666666667,0.612,"GO terms - g:Profiler only (no BG)"
"GO:0035770",12,"GO:0099080",5.53760626454483,285,"ribonucleoprotein granule","supramolecular complex",0.85826359832636,0.2836,0.803,"GO terms - g:Profiler only (no BG)"
"GO:0005732",20,"GO:1990904",5.53335488347804,30,"sno(s)RNA-containing ribonucleoprotein complex","ribonucleoprotein complex",0.80944769874477,0.449185185185185,0.671,"GO terms - g:Profiler only (no BG)"
"GO:0005662",8,"GO:0005694",5.38259527931218,21,"DNA replication factor A complex","chromosome",0.67134309623431,0.44325,0.583,"GO terms - g:Profiler only (no BG)"
"GO:0036464",12,"GO:0099080",5.29626455511337,265,"cytoplasmic ribonucleoprotein granule","supramolecular complex",0.849740585774059,0.2822,0.796,"GO terms - g:Profiler only (no BG)"
"GO:0005635",17,"GO:0005635",5.27258853885751,515,"nuclear envelope","nuclear envelope",0.848937238493724,0.335,0,"GO terms - g:Profiler only (no BG)"
"GO:0016591",6,"GO:1902494",5.21274552029766,71,"RNA polymerase II, holoenzyme","catalytic complex",0.641991631799163,0.392137254901961,0.657,"GO terms - g:Profiler only (no BG)"
"GO:0071012",20,"GO:1990904",5.19983184776069,23,"catalytic step 1 spliceosome","ribonucleoprotein complex",0.709292887029289,0.448925925925926,0.636,"GO terms - g:Profiler only (no BG)"
"GO:0071006",20,"GO:1990904",5.19983184776069,23,"U2-type catalytic step 1 spliceosome","ribonucleoprotein complex",0.707313807531381,0.431407407407407,0.636,"GO terms - g:Profiler only (no BG)"
"GO:0005667",19,"GO:0005667",5.12100218158727,563,"transcription regulator complex","transcription regulator complex",0.806347280334728,0.539,0,"GO terms - g:Profiler only (no BG)"
"GO:0005697",20,"GO:1990904",5.09346157242724,23,"telomerase holoenzyme complex","ribonucleoprotein complex",0.707744769874477,0.502777777777778,0.663,"GO terms - g:Profiler only (no BG)"
"GO:0035097",6,"GO:1902494",5.03423420557568,76,"histone methyltransferase complex","catalytic complex",0.658594142259414,0.437803921568627,0.652,"GO terms - g:Profiler only (no BG)"
"GO:0070461",6,"GO:1902494",4.9673487413432,37,"SAGA-type complex","catalytic complex",0.659690376569038,0.387450980392157,0.617,"GO terms - g:Profiler only (no BG)"
"GO:0000347",5,"GO:0140513",4.94014034413138,7,"THO complex","nuclear protein-containing complex",0.76352719665272,0.58725,0.563,"GO terms - g:Profiler only (no BG)"
"GO:0016593",5,"GO:0140513",4.94014034413138,7,"Cdc73/Paf1 complex","nuclear protein-containing complex",0.689543933054393,0.577,0.559,"GO terms - g:Profiler only (no BG)"
"GO:0000445",5,"GO:0140513",4.94014034413138,7,"THO complex part of transcription export complex","nuclear protein-containing complex",0.765945606694561,0.5673,0.548,"GO terms - g:Profiler only (no BG)"
"GO:0016605",27,"GO:0016604",4.72516334730298,113,"PML body","nuclear body",0.850556485355649,0.454333333333333,0.794,"GO terms - g:Profiler only (no BG)"
"GO:0000932",12,"GO:0099080",4.67100295664183,101,"P-body","supramolecular complex",0.863125523012552,0.3354,0.706,"GO terms - g:Profiler only (no BG)"
"GO:0110016",6,"GO:1902494",4.66868754425284,8,"B-WICH complex","catalytic complex",0.681564853556485,0.557372549019608,0.488,"GO terms - g:Profiler only (no BG)"
"GO:0000808",8,"GO:0005694",4.66868754425284,8,"origin recognition complex","chromosome",0.759389121338912,0.535625,0.58,"GO terms - g:Profiler only (no BG)"
"GO:0005664",8,"GO:0005694",4.66868754425284,8,"nuclear origin of replication recognition complex","chromosome",0.683899581589958,0.487958333333333,0.571,"GO terms - g:Profiler only (no BG)"
"GO:0005819",11,"GO:0043228",4.63798323985834,435,"spindle","non-membrane-bounded organelle",0.849351464435146,0.311692307692308,0.549,"GO terms - g:Profiler only (no BG)"
"GO:0030894",8,"GO:0005694",4.61570843165489,30,"replisome","chromosome",0.736556485355649,0.456625,0.617,"GO terms - g:Profiler only (no BG)"
"GO:0061695",6,"GO:1902494",4.59898731914972,269,"transferase complex, transferring phosphorus-containing groups","catalytic complex",0.733744769874477,0.365352941176471,0.751,"GO terms - g:Profiler only (no BG)"
"GO:0008541",6,"GO:1902494",4.43253342962026,9,"proteasome regulatory particle, lid subcomplex","catalytic complex",0.788338912133891,0.534529411764706,0.5,"GO terms - g:Profiler only (no BG)"
"GO:0015630",11,"GO:0043228",4.42953311449121,1445,"microtubule cytoskeleton","non-membrane-bounded organelle",0.833794979079498,0.339923076923077,0.696,"GO terms - g:Profiler only (no BG)"
"GO:0055029",6,"GO:1902494",4.25651544921611,94,"nuclear DNA-directed RNA polymerase complex","catalytic complex",0.653418410041841,0.378254901960784,0.682,"GO terms - g:Profiler only (no BG)"
"GO:0043601",8,"GO:0005694",4.25018556982949,29,"nuclear replisome","chromosome",0.658267782426778,0.421916666666667,0.614,"GO terms - g:Profiler only (no BG)"
"GO:0035861",8,"GO:0005694",4.22681686989519,98,"site of double-strand break","chromosome",0.841523012552301,0.485958333333333,0.679,"GO terms - g:Profiler only (no BG)"
"GO:0000428",6,"GO:1902494",4.15539032954836,97,"DNA-directed RNA polymerase complex","catalytic complex",0.740493723849372,0.382235294117647,0.683,"GO terms - g:Profiler only (no BG)"
"GO:0090575",19,"GO:0005667",4.11606393213189,254,"RNA polymerase II transcription regulator complex","transcription regulator complex",0.701652719665272,0.539,0.922,"GO terms - g:Profiler only (no BG)"
"GO:0090661",20,"GO:1990904",4.10614186747094,4,"box H/ACA telomerase RNP complex","ribonucleoprotein complex",0.732882845188285,0.485592592592593,0.569,"GO terms - g:Profiler only (no BG)"
"GO:0000118",5,"GO:0140513",4.10396342800641,84,"histone deacetylase complex","nuclear protein-containing complex",0.67826359832636,0.54595,0.675,"GO terms - g:Profiler only (no BG)"
"GO:0030880",6,"GO:1902494",4.10284309735076,99,"RNA polymerase complex","catalytic complex",0.740276150627615,0.381725490196078,0.684,"GO terms - g:Profiler only (no BG)"
"GO:0071162",30,"GO:0032993",4.07250833591797,11,"CMG complex","protein-DNA complex",0.684012552301255,0.412666666666667,0.787,"GO terms - g:Profiler only (no BG)"
"GO:0005813",11,"GO:0043228",3.9748972558361,734,"centrosome","non-membrane-bounded organelle",0.850598326359833,0.400615384615385,0.578,"GO terms - g:Profiler only (no BG)"
"GO:0000346",5,"GO:0140513",3.91367644652327,24,"transcription export complex","nuclear protein-containing complex",0.754192468619247,0.5757,0.594,"GO terms - g:Profiler only (no BG)"
"GO:0008540",6,"GO:1902494",3.91367644652327,12,"proteasome regulatory particle, base subcomplex","catalytic complex",0.784481171548117,0.525921568627451,0.513,"GO terms - g:Profiler only (no BG)"
"GO:0000803",8,"GO:0005694",3.85277273195846,44,"sex chromosome","chromosome",0.854523012552301,0.524625,0.605,"GO terms - g:Profiler only (no BG)"
"GO:0034708",6,"GO:1902494",3.84878192887021,110,"methyltransferase complex","catalytic complex",0.744196652719665,0.432725490196078,0.672,"GO terms - g:Profiler only (no BG)"
"GO:0000124",6,"GO:1902494",3.79989046914619,24,"SAGA complex","catalytic complex",0.669188284518828,0.378470588235294,0.572,"GO terms - g:Profiler only (no BG)"
"GO:0031261",30,"GO:0032993",3.78247926093014,13,"DNA replication preinitiation complex","protein-DNA complex",0.736535564853557,0.404666666666667,0.811,"GO terms - g:Profiler only (no BG)"
"GO:0035061",27,"GO:0016604",3.76503297263108,5,"interchromatin granule","nuclear body",0.8771589958159,0.539,0.629,"GO terms - g:Profiler only (no BG)"
"GO:0030496",29,"GO:0030496",3.70230458280596,239,"midbody","midbody",0.998234309623431,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0000307",6,"GO:1902494",3.64595130676755,57,"cyclin-dependent protein kinase holoenzyme complex","catalytic complex",0.759476987447699,0.417862745098039,0.63,"GO terms - g:Profiler only (no BG)"
"GO:0090545",6,"GO:1902494",3.53396708703623,18,"CHD-type complex","catalytic complex",0.655,0.495156862745098,0.576,"GO terms - g:Profiler only (no BG)"
"GO:0016581",6,"GO:1902494",3.53396708703623,18,"NuRD complex","catalytic complex",0.632125523012552,0.489,0.576,"GO terms - g:Profiler only (no BG)"
"GO:0005815",11,"GO:0043228",3.53054269211313,887,"microtubule organizing center","non-membrane-bounded organelle",0.844539748953975,0.374769230769231,0.617,"GO terms - g:Profiler only (no BG)"
"GO:0010494",12,"GO:0099080",3.48556119684172,95,"cytoplasmic stress granule","supramolecular complex",0.862523012552301,0.333,0.71,"GO terms - g:Profiler only (no BG)"
"GO:0005828",11,"GO:0043228",3.31327520107088,17,"kinetochore microtubule","non-membrane-bounded organelle",0.878092050209205,0.470461538461538,0.358,"GO terms - g:Profiler only (no BG)"
"GO:0071339",6,"GO:1902494",3.305717369969,31,"MLL1 complex","catalytic complex",0.685338912133891,0.478921568627451,0.581,"GO terms - g:Profiler only (no BG)"
"GO:0031428",20,"GO:1990904",3.2700944763907,7,"box C/D methylation guide snoRNP complex","ribonucleoprotein complex",0.827916317991632,0.499925925925926,0.586,"GO terms - g:Profiler only (no BG)"
"GO:0044665",6,"GO:1902494",3.24993585228602,32,"MLL1/2 complex","catalytic complex",0.682878661087866,0.474941176470588,0.587,"GO terms - g:Profiler only (no BG)"
"GO:0016363",18,"GO:0005654",3.22838715092946,132,"nuclear matrix","nucleoplasm",0.857811715481172,0.503142857142857,0.501,"GO terms - g:Profiler only (no BG)"
"GO:0070775",6,"GO:1902494",3.07753729850071,8,"H3 histone acetyltransferase complex","catalytic complex",0.69444769874477,0.447549019607843,0.533,"GO terms - g:Profiler only (no BG)"
"GO:0001673",15,"GO:0001673",3.03229741113584,87,"male germ cell nucleus","male germ cell nucleus",0.891560669456067,0.5115,0,"GO terms - g:Profiler only (no BG)"
"GO:0072686",11,"GO:0043228",2.97981023357215,182,"mitotic spindle","non-membrane-bounded organelle",0.860811715481172,0.357384615384615,0.481,"GO terms - g:Profiler only (no BG)"
"GO:0034515",32,"GO:0034515",2.97683826844241,2,"proteasome storage granule","proteasome storage granule",0.907066945606695,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0071540",26,"GO:0005852",2.97683826844241,2,"eukaryotic translation initiation factor 3 complex, eIF3e","eukaryotic translation initiation factor 3 complex",0.857460251046025,0.469,0.828,"GO terms - g:Profiler only (no BG)"
"GO:0030120",25,"GO:0030120",2.97235937339483,63,"vesicle coat","vesicle coat",0.766426778242678,0.470625,0,"GO terms - g:Profiler only (no BG)"
"GO:0000922",11,"GO:0043228",2.97235937339483,185,"spindle pole","non-membrane-bounded organelle",0.861853556485356,0.361538461538462,0.475,"GO terms - g:Profiler only (no BG)"
"GO:0005721",8,"GO:0005694",2.95486209351189,33,"pericentric heterochromatin","chromosome",0.837301255230126,0.43025,0.603,"GO terms - g:Profiler only (no BG)"
"GO:1902562",6,"GO:1902494",2.86989452904497,41,"H4 histone acetyltransferase complex","catalytic complex",0.662799163179916,0.388980392156863,0.606,"GO terms - g:Profiler only (no BG)"
"GO:0071141",38,"GO:0071141",2.7823096510771,10,"SMAD protein complex","SMAD protein complex",0.856058577405858,0.5155,0,"GO terms - g:Profiler only (no BG)"
"GO:0031967",17,"GO:0005635",2.71812520197407,1350,"organelle envelope","nuclear envelope",0.903347280334728,0.407333333333333,0.873,"GO terms - g:Profiler only (no BG)"
"GO:0048471",37,"GO:0048471",2.71704939684849,872,"perinuclear region of cytoplasm","perinuclear region of cytoplasm",0.951849372384937,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0071014",20,"GO:1990904",2.66130931498843,11,"post-mRNA release spliceosomal complex","ribonucleoprotein complex",0.749728033472803,0.488,0.596,"GO terms - g:Profiler only (no BG)"
"GO:0043189",6,"GO:1902494",2.55795687723216,28,"H4/H2A histone acetyltransferase complex","catalytic complex",0.675564853556485,0.410450980392157,0.574,"GO terms - g:Profiler only (no BG)"
"GO:0035267",6,"GO:1902494",2.55795687723216,28,"NuA4 histone acetyltransferase complex","catalytic complex",0.675564853556485,0.410450980392157,0.574,"GO terms - g:Profiler only (no BG)"
"GO:0031010",6,"GO:1902494",2.55028841521938,14,"ISWI-type complex","catalytic complex",0.668242677824268,0.517098039215686,0.549,"GO terms - g:Profiler only (no BG)"
"GO:0005846",7,"GO:0140535",2.54472999447139,3,"nuclear cap binding complex","intracellular protein-containing complex",0.837225941422594,0.5395,0.564,"GO terms - g:Profiler only (no BG)"
"GO:0032301",31,"GO:0032301",2.54472999447139,2,"MutSalpha complex","MutSalpha complex",0.781962343096234,0.524,0,"GO terms - g:Profiler only (no BG)"
"GO:0031519",5,"GO:0140513",2.48835563432992,54,"PcG protein complex","nuclear protein-containing complex",0.735485355648536,0.5749,0.657,"GO terms - g:Profiler only (no BG)"
"GO:0005876",11,"GO:0043228",2.47954812709569,79,"spindle microtubule","non-membrane-bounded organelle",0.860234309623431,0.391538461538462,0.437,"GO terms - g:Profiler only (no BG)"
"GO:0070062",34,"GO:0070062",2.46253246429957,109,"extracellular exosome","extracellular exosome",0.909192468619247,0.26375,0,"GO terms - g:Profiler only (no BG)"
"GO:0043073",15,"GO:0001673",2.45472309764219,110,"germ cell nucleus","male germ cell nucleus",0.889179916317992,0.5115,0.977,"GO terms - g:Profiler only (no BG)"
"GO:0005643",17,"GO:0005635",2.36462076024526,80,"nuclear pore","nuclear envelope",0.714774058577406,0.332,0.84,"GO terms - g:Profiler only (no BG)"
"GO:0065010",34,"GO:0070062",2.34097035099254,140,"extracellular membrane-bounded organelle","extracellular exosome",0.925874476987448,0.257,0.98,"GO terms - g:Profiler only (no BG)"
"GO:0043230",34,"GO:0070062",2.34097035099254,140,"extracellular organelle","extracellular exosome",0.941108786610879,0.257,0.98,"GO terms - g:Profiler only (no BG)"
"GO:1903561",34,"GO:0070062",2.34097035099254,131,"extracellular vesicle","extracellular exosome",0.90797489539749,0.25675,0.985,"GO terms - g:Profiler only (no BG)"
"GO:0030684",20,"GO:1990904",2.33896648697555,108,"preribosome","ribonucleoprotein complex",0.798435146443515,0.457814814814815,0.756,"GO terms - g:Profiler only (no BG)"
"GO:0005856",11,"GO:0043228",2.2749329012748,2391,"cytoskeleton","non-membrane-bounded organelle",0.830125523012552,0.378846153846154,0.754,"GO terms - g:Profiler only (no BG)"
"GO:0033597",5,"GO:0140513",2.27406657483424,4,"mitotic checkpoint complex","nuclear protein-containing complex",0.78734309623431,0.64895,0.497,"GO terms - g:Profiler only (no BG)"
"GO:0035101",5,"GO:0140513",2.27406657483424,4,"FACT complex","nuclear protein-containing complex",0.701543933054393,0.59555,0.515,"GO terms - g:Profiler only (no BG)"
"GO:0070522",5,"GO:0140513",2.27406657483424,5,"ERCC4-ERCC1 complex","nuclear protein-containing complex",0.777213389121339,0.58845,0.515,"GO terms - g:Profiler only (no BG)"
"GO:0033553",8,"GO:0005694",2.27406657483424,5,"rDNA heterochromatin","chromosome",0.8578410041841,0.534291666666667,0.531,"GO terms - g:Profiler only (no BG)"
"GO:0032040",20,"GO:1990904",2.2683999116619,75,"small-subunit processome","ribonucleoprotein complex",0.803794979079498,0.471481481481482,0.729,"GO terms - g:Profiler only (no BG)"
"GO:0005739",22,"GO:0005739",2.21457668761299,1968,"mitochondrion","mitochondrion",0.894351464435146,1,0,"GO terms - g:Profiler only (no BG)"
"GO:0048188",6,"GO:1902494",2.20111679388272,15,"Set1C/COMPASS complex","catalytic complex",0.69847280334728,0.502,0.55,"GO terms - g:Profiler only (no BG)"
"GO:0005677",5,"GO:0140513",2.20079719049587,13,"chromatin silencing complex","nuclear protein-containing complex",0.768573221757322,0.6207,0.555,"GO terms - g:Profiler only (no BG)"
